ID,Type,SKU,Name,Published,"Is featured?","Visibility in catalog","Short description",Description,"Date sale price starts","Date sale price ends","Tax status","Tax class","In stock?",Stock,"Low stock amount","Backorders allowed?","Sold individually?","Weight (kg)","Length (cm)","Width (cm)","Height (cm)","Allow customer reviews?","Purchase note","Sale price","Regular price",Categories,Tags,"Shipping class",Images,"Download limit","Download expiry days",Parent,"Grouped products",Upsells,Cross-sells,"External URL","Button text",Position,"Attribute 1 name","Attribute 1 value(s)","Attribute 1 visible","Attribute 1 global","Attribute 2 name","Attribute 2 value(s)","Attribute 2 visible","Attribute 2 global","Attribute 3 name","Attribute 3 value(s)","Attribute 3 visible","Attribute 3 global","Attribute 4 name","Attribute 4 value(s)","Attribute 4 visible","Attribute 4 global","Attribute 5 name","Attribute 5 value(s)","Attribute 5 visible","Attribute 5 global","Attribute 6 name","Attribute 6 value(s)","Attribute 6 visible","Attribute 6 global"
892,simple,,770,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,"Synthesizers > Korg","Digital, Korg, Synthesizer",,https://luism.co/wp-content/uploads/2024/05/image_2024-05-24_214358356.png,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
893,simple,,800-DV,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,"Synthesizers > Korg","Digital, Korg, Synthesizer",,https://luism.co/wp-content/uploads/2024/05/image_2024-05-24_214358356.png,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
894,simple,,"900-PS Preset",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,"Synthesizers > Korg","Digital, Korg, Synthesizer",,https://luism.co/wp-content/uploads/2024/05/image_2024-05-24_214358356.png,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
895,simple,,BPX-3,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,"Synthesizers > Korg","Digital, Korg, Synthesizer",,https://luism.co/wp-content/uploads/2024/05/image_2024-05-24_214358356.png,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
896,simple,,BX-3,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,"Synthesizers > Korg","Digital, Korg, Synthesizer",,https://luism.co/wp-content/uploads/2024/05/image_2024-05-24_214358356.png,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
897,simple,,CX-3,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,"Synthesizers > Korg","Digital, Korg, Synthesizer",,https://luism.co/wp-content/uploads/2024/05/image_2024-05-24_214358356.png,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
898,simple,,Delta,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,"Synthesizers > Korg","Digital, Korg, Synthesizer",,https://luism.co/wp-content/uploads/2024/05/image_2024-05-24_214358356.png,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
899,simple,,DS-8,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,"Synthesizers > Korg","Digital, Korg, Synthesizer",,https://luism.co/wp-content/uploads/2024/05/image_2024-05-24_214358356.png,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
900,simple,,DSS-1,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,"Synthesizers > Korg","Digital, Korg, Synthesizer",,https://luism.co/wp-content/uploads/2024/05/image_2024-05-24_214358356.png,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
901,simple,,DW-6000,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,"Synthesizers > Korg","Digital, Korg, Synthesizer",,https://luism.co/wp-content/uploads/2024/05/image_2024-05-24_214358356.png,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
902,simple,,DW-8000,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,"Synthesizers > Korg","Digital, Korg, Synthesizer",,https://luism.co/wp-content/uploads/2024/05/image_2024-05-24_214358356.png,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
903,simple,,EPS-1,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,"Synthesizers > Korg","Digital, Korg, Synthesizer",,https://luism.co/wp-content/uploads/2024/05/image_2024-05-24_214358356.png,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
904,simple,,"ES-50 (Lambda)",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,"Synthesizers > Korg","Digital, Korg, Synthesizer",,https://luism.co/wp-content/uploads/2024/05/image_2024-05-24_214358356.png,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
905,simple,,EX-800,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,"Synthesizers > Korg","Digital, Korg, Synthesizer",,https://luism.co/wp-content/uploads/2024/05/image_2024-05-24_214358356.png,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
906,simple,,"Keio Korgue",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,"Synthesizers > Korg","Digital, Korg, Synthesizer",,https://luism.co/wp-content/uploads/2024/05/image_2024-05-24_214358356.png,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
907,simple,,"Lambda (ES-50)",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,"Synthesizers > Korg","Digital, Korg, Synthesizer",,https://luism.co/wp-content/uploads/2024/05/image_2024-05-24_214358356.png,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
908,simple,,"M500 Micro-Presets",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,"Synthesizers > Korg","Digital, Korg, Synthesizer",,https://luism.co/wp-content/uploads/2024/05/image_2024-05-24_214358356.png,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
909,simple,,Mono/Poly,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,"Synthesizers > Korg","Digital, Korg, Synthesizer",,https://luism.co/wp-content/uploads/2024/05/image_2024-05-24_214358356.png,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
910,simple,,MS-10,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,"Synthesizers > Korg","Digital, Korg, Synthesizer",,https://luism.co/wp-content/uploads/2024/05/image_2024-05-24_214358356.png,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
911,simple,,MS-20,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,"Synthesizers > Korg","Digital, Korg, Synthesizer",,https://luism.co/wp-content/uploads/2024/05/image_2024-05-24_214358356.png,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
912,simple,,"MS-20 Big",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,"Synthesizers > Korg","Digital, Korg, Synthesizer",,https://luism.co/wp-content/uploads/2024/05/image_2024-05-24_214358356.png,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
913,simple,,MS-50,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,"Synthesizers > Korg","Digital, Korg, Synthesizer",,https://luism.co/wp-content/uploads/2024/05/image_2024-05-24_214358356.png,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
914,simple,,"Poly 61",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,"Synthesizers > Korg","Digital, Korg, Synthesizer",,https://luism.co/wp-content/uploads/2024/05/image_2024-05-24_214358356.png,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
915,simple,,Poly-61M,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,"Synthesizers > Korg","Digital, Korg, Synthesizer",,https://luism.co/wp-content/uploads/2024/05/image_2024-05-24_214358356.png,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
916,simple,,"Poly 800",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,"Synthesizers > Korg","Digital, Korg, Synthesizer",,https://luism.co/wp-content/uploads/2024/05/image_2024-05-24_214358356.png,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
917,simple,,"Polyphonic Ensemble 1000",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,"Synthesizers > Korg","Digital, Korg, Synthesizer",,https://luism.co/wp-content/uploads/2024/05/image_2024-05-24_214358356.png,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
918,simple,,"Polyphonic Ensemble 2000",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,"Synthesizers > Korg","Digital, Korg, Synthesizer",,https://luism.co/wp-content/uploads/2024/05/image_2024-05-24_214358356.png,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
919,simple,,Polysix,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,"Synthesizers > Korg","Digital, Korg, Synthesizer",,https://luism.co/wp-content/uploads/2024/05/image_2024-05-24_214358356.png,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
920,simple,,PS-3100,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,"Synthesizers > Korg","Digital, Korg, Synthesizer",,https://luism.co/wp-content/uploads/2024/05/image_2024-05-24_214358356.png,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
921,simple,,PS-3200,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,"Synthesizers > Korg","Digital, Korg, Synthesizer",,https://luism.co/wp-content/uploads/2024/05/image_2024-05-24_214358356.png,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
922,simple,,PS-3300,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,"Synthesizers > Korg","Digital, Korg, Synthesizer",,https://luism.co/wp-content/uploads/2024/05/image_2024-05-24_214358356.png,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
923,simple,,SAS-20,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,"Synthesizers > Korg","Digital, Korg, Synthesizer",,https://luism.co/wp-content/uploads/2024/05/image_2024-05-24_214358356.png,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
924,simple,,Sigma,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,"Synthesizers > Korg","Digital, Korg, Synthesizer",,https://luism.co/wp-content/uploads/2024/05/image_2024-05-24_214358356.png,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
925,simple,,"SQ-10 Analog Sequencer",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,"Synthesizers > Korg","Digital, Korg, Synthesizer",,https://luism.co/wp-content/uploads/2024/05/image_2024-05-24_214358356.png,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
926,simple,,Symphony,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,"Synthesizers > Korg","Digital, Korg, Synthesizer",,https://luism.co/wp-content/uploads/2024/05/image_2024-05-24_214358356.png,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
927,simple,,Synthe-bass,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,"Synthesizers > Korg","Digital, Korg, Synthesizer",,https://luism.co/wp-content/uploads/2024/05/image_2024-05-24_214358356.png,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
928,simple,,"Trident MkII",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,"Synthesizers > Korg","Digital, Korg, Synthesizer",,https://luism.co/wp-content/uploads/2024/05/image_2024-05-24_214358356.png,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
929,simple,,VC-10,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,"Synthesizers > Korg","Digital, Korg, Synthesizer",,https://luism.co/wp-content/uploads/2024/05/image_2024-05-24_214358356.png,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
930,simple,,X-911,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,"Synthesizers > Korg","Digital, Korg, Synthesizer",,https://luism.co/wp-content/uploads/2024/05/image_2024-05-24_214358356.png,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
931,simple,,PG-300,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,"Synthesizers > Korg","Digital, Korg, Synthesizer",,https://luism.co/wp-content/uploads/2024/05/image_2024-05-24_214358356.png,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
932,simple,,PG-800,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,"Synthesizers > Korg","Digital, Korg, Synthesizer",,https://luism.co/wp-content/uploads/2024/05/image_2024-05-24_214358356.png,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
933,simple,,"Pro-Mars (MRS-2)",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,"Synthesizers > Korg","Digital, Korg, Synthesizer",,https://luism.co/wp-content/uploads/2024/05/image_2024-05-24_214358356.png,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
934,simple,,RS-09,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,"Synthesizers > Korg","Digital, Korg, Synthesizer",,https://luism.co/wp-content/uploads/2024/05/image_2024-05-24_214358356.png,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
935,simple,,RS-101,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,"Synthesizers > Korg","Digital, Korg, Synthesizer",,https://luism.co/wp-content/uploads/2024/05/image_2024-05-24_214358356.png,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
936,simple,,RS-202,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,"Synthesizers > Korg","Digital, Korg, Synthesizer",,https://luism.co/wp-content/uploads/2024/05/image_2024-05-24_214358356.png,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
937,simple,,"RS-505 Paraphonic",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,"Synthesizers > Korg","Digital, Korg, Synthesizer",,https://luism.co/wp-content/uploads/2024/05/image_2024-05-24_214358356.png,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
938,simple,,S-5,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,"Synthesizers > Korg","Digital, Korg, Synthesizer",,https://luism.co/wp-content/uploads/2024/05/image_2024-05-24_214358356.png,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
939,simple,,S-10,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,"Synthesizers > Korg","Digital, Korg, Synthesizer",,https://luism.co/wp-content/uploads/2024/05/image_2024-05-24_214358356.png,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
940,simple,,S-330,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,"Synthesizers > Korg","Digital, Korg, Synthesizer",,https://luism.co/wp-content/uploads/2024/05/image_2024-05-24_214358356.png,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
941,simple,,S-550,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,"Synthesizers > Korg","Digital, Korg, Synthesizer",,https://luism.co/wp-content/uploads/2024/05/image_2024-05-24_214358356.png,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
942,simple,,"Saturn 09 (SA-09)",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,"Synthesizers > Korg","Digital, Korg, Synthesizer",,https://luism.co/wp-content/uploads/2024/05/image_2024-05-24_214358356.png,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
943,simple,,SH-1,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,"Synthesizers > Korg","Digital, Korg, Synthesizer",,https://luism.co/wp-content/uploads/2024/05/image_2024-05-24_214358356.png,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
944,simple,,SH-2,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,"Synthesizers > Korg","Digital, Korg, Synthesizer",,https://luism.co/wp-content/uploads/2024/05/image_2024-05-24_214358356.png,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
945,simple,,SH-3,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,"Synthesizers > Korg","Digital, Korg, Synthesizer",,https://luism.co/wp-content/uploads/2024/05/image_2024-05-24_214358356.png,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
946,simple,,SH-5,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,"Synthesizers > Korg","Digital, Korg, Synthesizer",,https://luism.co/wp-content/uploads/2024/05/image_2024-05-24_214358356.png,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
947,simple,,SH-7,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,"Synthesizers > Korg","Digital, Korg, Synthesizer",,https://luism.co/wp-content/uploads/2024/05/image_2024-05-24_214358356.png,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
948,simple,,SH-09,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,"Synthesizers > Korg","Digital, Korg, Synthesizer",,https://luism.co/wp-content/uploads/2024/05/image_2024-05-24_214358356.png,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
949,simple,,SH-101,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,"Synthesizers > Korg","Digital, Korg, Synthesizer",,https://luism.co/wp-content/uploads/2024/05/image_2024-05-24_214358356.png,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
950,simple,,SH-1000,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,"Synthesizers > Korg","Digital, Korg, Synthesizer",,https://luism.co/wp-content/uploads/2024/05/image_2024-05-24_214358356.png,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
951,simple,,SH-2000,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,"Synthesizers > Korg","Digital, Korg, Synthesizer",,https://luism.co/wp-content/uploads/2024/05/image_2024-05-24_214358356.png,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
952,simple,,SPV-355,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,"Synthesizers > Korg","Digital, Korg, Synthesizer",,https://luism.co/wp-content/uploads/2024/05/image_2024-05-24_214358356.png,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
953,simple,,"System 100",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,"Synthesizers > Korg","Digital, Korg, Synthesizer",,https://luism.co/wp-content/uploads/2024/05/image_2024-05-24_214358356.png,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
954,simple,,"System 100m",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,"Synthesizers > Korg","Digital, Korg, Synthesizer",,https://luism.co/wp-content/uploads/2024/05/image_2024-05-24_214358356.png,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
955,simple,,"System 700",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,"Synthesizers > Korg","Digital, Korg, Synthesizer",,https://luism.co/wp-content/uploads/2024/05/image_2024-05-24_214358356.png,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
956,simple,,TR-66,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,"Synthesizers > Korg","Digital, Korg, Synthesizer",,https://luism.co/wp-content/uploads/2024/05/image_2024-05-24_214358356.png,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
957,simple,,TB-303,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,"Synthesizers > Korg","Digital, Korg, Synthesizer",,https://luism.co/wp-content/uploads/2024/05/image_2024-05-24_214358356.png,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
958,simple,,TR-505,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,"Synthesizers > Korg","Digital, Korg, Synthesizer",,https://luism.co/wp-content/uploads/2024/05/image_2024-05-24_214358356.png,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
959,simple,,TR-606,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,"Synthesizers > Korg","Digital, Korg, Synthesizer",,https://luism.co/wp-content/uploads/2024/05/image_2024-05-24_214358356.png,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
960,simple,,TR-626,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,"Synthesizers > Korg","Digital, Korg, Synthesizer",,https://luism.co/wp-content/uploads/2024/05/image_2024-05-24_214358356.png,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
961,simple,,TR-707,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,"Synthesizers > Korg","Digital, Korg, Synthesizer",,https://luism.co/wp-content/uploads/2024/05/image_2024-05-24_214358356.png,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
962,simple,,TR-727,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,"Synthesizers > Korg","Digital, Korg, Synthesizer",,https://luism.co/wp-content/uploads/2024/05/image_2024-05-24_214358356.png,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
963,simple,,TR-808,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,"Synthesizers > Korg","Digital, Korg, Synthesizer",,https://luism.co/wp-content/uploads/2024/05/image_2024-05-24_214358356.png,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
964,simple,,TR-909,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,"Synthesizers > Korg","Digital, Korg, Synthesizer",,https://luism.co/wp-content/uploads/2024/05/image_2024-05-24_214358356.png,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
965,simple,,U-110,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,"Synthesizers > Korg","Digital, Korg, Synthesizer",,https://luism.co/wp-content/uploads/2024/05/image_2024-05-24_214358356.png,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
966,simple,,"VP-330 Vocoder Plus",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,"Synthesizers > Korg","Digital, Korg, Synthesizer",,https://luism.co/wp-content/uploads/2024/05/image_2024-05-24_214358356.png,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
967,simple,,CE-20,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,"Synthesizers > Yamaha","Digital, Synthesizer, Yamaha",,https://luism.co/wp-content/uploads/2024/05/image_2024-05-24_214358356.png,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
968,simple,,CS-01,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,"Synthesizers > Yamaha","Digital, Synthesizer, Yamaha",,https://luism.co/wp-content/uploads/2024/05/image_2024-05-24_214358356.png,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
969,simple,,CS-05,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,"Synthesizers > Yamaha","Digital, Synthesizer, Yamaha",,https://luism.co/wp-content/uploads/2024/05/image_2024-05-24_214358356.png,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
970,simple,,CS-10,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,"Synthesizers > Yamaha","Digital, Synthesizer, Yamaha",,https://luism.co/wp-content/uploads/2024/05/image_2024-05-24_214358356.png,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
971,simple,,CS-15,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,"Synthesizers > Yamaha","Digital, Synthesizer, Yamaha",,https://luism.co/wp-content/uploads/2024/05/image_2024-05-24_214358356.png,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
972,simple,,CS-15D,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,"Synthesizers > Yamaha","Digital, Synthesizer, Yamaha",,https://luism.co/wp-content/uploads/2024/05/image_2024-05-24_214358356.png,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
973,simple,,CS-20M,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,"Synthesizers > Yamaha","Digital, Synthesizer, Yamaha",,https://luism.co/wp-content/uploads/2024/05/image_2024-05-24_214358356.png,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
974,simple,,CS-30,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,"Synthesizers > Yamaha","Digital, Synthesizer, Yamaha",,https://luism.co/wp-content/uploads/2024/05/image_2024-05-24_214358356.png,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
975,simple,,CS-30L,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,"Synthesizers > Yamaha","Digital, Synthesizer, Yamaha",,https://luism.co/wp-content/uploads/2024/05/image_2024-05-24_214358356.png,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
976,simple,,CS-40M,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,"Synthesizers > Yamaha","Digital, Synthesizer, Yamaha",,https://luism.co/wp-content/uploads/2024/05/image_2024-05-24_214358356.png,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
977,simple,,CS-50,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,"Synthesizers > Yamaha","Digital, Synthesizer, Yamaha",,https://luism.co/wp-content/uploads/2024/05/image_2024-05-24_214358356.png,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
978,simple,,CS-60,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,"Synthesizers > Yamaha","Digital, Synthesizer, Yamaha",,https://luism.co/wp-content/uploads/2024/05/image_2024-05-24_214358356.png,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
979,simple,,CS-70M,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,"Synthesizers > Yamaha","Digital, Synthesizer, Yamaha",,https://luism.co/wp-content/uploads/2024/05/image_2024-05-24_214358356.png,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
980,simple,,CS-80,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,"Synthesizers > Yamaha","Digital, Synthesizer, Yamaha",,https://luism.co/wp-content/uploads/2024/05/image_2024-05-24_214358356.png,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
981,simple,,CX5M,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,"Synthesizers > Yamaha","Digital, Synthesizer, Yamaha",,https://luism.co/wp-content/uploads/2024/05/image_2024-05-24_214358356.png,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
982,simple,,DSR1000,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,"Synthesizers > Yamaha","Digital, Synthesizer, Yamaha",,https://luism.co/wp-content/uploads/2024/05/image_2024-05-24_214358356.png,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
983,simple,,DX1,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,"Synthesizers > Yamaha","Digital, Synthesizer, Yamaha",,https://luism.co/wp-content/uploads/2024/05/image_2024-05-24_214358356.png,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
984,simple,,DX5,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,"Synthesizers > Yamaha","Digital, Synthesizer, Yamaha",,https://luism.co/wp-content/uploads/2024/05/image_2024-05-24_214358356.png,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
